Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Spent,Living_Status,Children
1,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,874,1,1
2,7500.0,1,0,98,5,17,17,13,14,34,4,2,1,3,9,100,1,1
1,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,930,0,1
0,67225.0,0,1,4,315,35,322,46,7,143,3,7,2,11,5,868,1,1
0,17649.0,1,0,70,15,1,23,0,5,1,3,3,0,3,8,45,1,1
0,55914.0,0,1,32,384,60,364,119,101,232,4,11,6,8,7,1260,1,1
0,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,414,1,1
0,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,392,1,1
0,75330.0,1,1,94,555,82,257,93,61,61,4,10,3,12,6,1109,1,2
0,60689.0,0,1,23,240,90,216,63,6,24,4,4,4,10,3,639,0,1
0,38680.0,1,0,97,11,0,36,15,5,12,1,2,0,3,7,79,1,1
0,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,1665,1,0
0,49767.0,0,0,92,202,47,197,55,42,149,1,5,4,8,4,692,0,0
0,83273.0,1,2,98,433,89,650,16,102,102,10,4,6,9,7,1392,0,3
0,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,44,1,1
1,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,50,1,1
0,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,467,1,1
0,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,223,0,1
0,53154.0,0,1,50,129,0,21,0,1,7,1,3,1,4,4,158,1,1
0,65308.0,0,0,60,713,0,264,120,80,34,1,7,8,12,4,1211,1,0
0,76467.0,1,0,44,676,161,426,210,44,58,2,2,5,5,6,1575,0,1
2,81044.0,0,0,0,450,26,535,73,98,26,1,5,6,10,1,1208,1,0
0,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,43,1,2
0,55801.0,1,1,35,367,4,51,6,4,95,6,7,2,6,7,527,0,2
0,76320.0,0,1,49,526,35,214,69,53,35,2,6,3,4,2,932,0,1
1,36927.0,1,1,46,51,0,16,0,0,4,2,3,0,3,8,71,0,2
0,48794.0,1,1,97,25,0,11,3,0,15,1,1,0,3,4,54,1,2
0,23478.0,0,0,51,28,6,27,12,17,39,1,3,0,3,8,129,0,0
0,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,1615,0,1
1,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,1034,0,1
0,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,1088,1,1
0,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,137,1,1
1,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,1244,1,0
0,42554.0,1,1,93,29,1,11,0,0,0,2,2,0,3,4,41,1,2
0,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,1174,1,1
0,67046.0,0,1,92,544,35,133,23,151,107,2,4,5,4,2,993,0,1
0,42192.0,0,0,40,40,15,15,17,6,7,1,2,1,3,4,100,1,0
1,77610.0,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,1680,1,1
0,31761.0,1,0,96,19,1,20,16,14,28,2,3,0,4,5,98,1,1
0,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,48,1,1
0,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,519,1,1
0,71866.0,0,1,85,184,178,178,103,39,33,1,6,3,10,3,715,1,1
0,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,37,1,1
1,42000.0,0,0,23,124,83,267,85,59,35,2,5,2,11,5,653,0,0
0,69520.0,0,0,95,627,120,414,121,80,93,1,9,6,5,5,1455,1,0
0,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,602,0,1
1,27889.0,1,0,42,14,0,4,0,0,8,1,1,1,2,6,26,1,1
2,22123.0,0,0,77,3,3,24,34,7,31,1,2,1,3,5,102,0,0
0,27803.0,1,0,40,8,26,46,38,9,49,2,3,0,4,8,176,1,1
0,51651.0,0,1,32,293,6,23,13,6,92,4,6,2,5,8,433,1,1
0,68487.0,0,0,48,758,12,385,33,89,89,1,9,7,13,4,1366,1,0
0,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,1001,1,1
2,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,961,1,0
0,79823.0,0,1,6,835,73,380,114,73,43,1,6,9,7,2,1518,1,1
0,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,56,0,1
1,34109.0,0,1,39,9,1,5,2,1,4,1,0,0,3,4,22,1,1
1,53367.0,1,1,2,229,7,140,10,3,11,7,5,1,8,7,400,0,2
2,22390.0,0,0,49,0,1,4,15,1,5,1,1,0,2,7,26,1,0
0,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,350,1,1
0,79244.0,0,0,58,471,102,125,212,61,245,1,4,10,7,1,1216,0,0
1,49912.0,0,1,5,520,8,223,32,49,42,4,10,5,7,8,874,1,1
1,48699.0,1,1,90,26,1,10,2,0,1,1,1,0,3,5,40,1,2
0,80144.0,0,0,47,240,132,445,250,192,108,1,3,7,8,1,1367,1,0
0,54252.0,1,1,25,178,4,26,8,4,44,5,4,1,5,6,264,0,2
1,81929.0,1,0,60,1486,55,278,49,0,185,2,4,4,10,6,2053,1,1
0,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,1376,1,1
1,53204.0,1,1,40,29,0,8,2,0,6,1,1,0,3,4,45,1,2
1,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,976,1,1
2,14796.0,1,0,1,13,3,8,7,4,16,2,1,0,3,9,51,1,1
1,78128.0,0,1,89,934,24,230,16,24,36,2,8,4,6,3,1264,1,1
2,14188.0,0,0,40,2,7,11,16,12,27,1,2,0,4,6,75,1,0
2,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,57,1,1
1,58646.0,0,1,3,62,1,44,6,5,22,1,2,1,4,4,140,1,1
0,72967.0,0,1,1,158,35,179,0,0,125,2,7,2,8,5,497,0,1
1,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,266,1,1
0,82332.0,0,0,89,830,59,968,51,79,19,1,5,3,12,2,2006,0,0
0,58275.0,1,1,48,189,10,253,56,43,64,6,8,2,7,7,615,0,2
1,44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,1021,1,0
0,34587.0,1,1,68,7,2,9,2,0,2,2,1,0,3,4,22,1,2
1,43018.0,0,1,46,35,4,17,7,6,64,1,2,2,2,5,133,1,1
1,45736.0,0,1,92,188,3,180,20,3,43,5,7,1,6,7,437,1,1
1,66476.0,0,1,80,742,28,152,25,9,57,2,6,8,10,4,1013,1,1
2,27733.0,1,0,16,0,7,5,26,2,17,2,2,0,3,7,57,1,1
1,69805.0,0,1,50,750,71,174,13,10,20,2,6,8,11,2,1038,1,1
1,72217.0,0,0,93,816,42,450,55,56,154,1,3,10,8,2,1573,0,0
0,25818.0,1,0,51,5,2,8,2,2,9,1,0,1,2,7,28,0,1
1,37509.0,1,0,24,37,5,56,12,8,5,2,3,0,4,7,123,1,1
2,25176.0,1,1,79,4,0,4,0,0,5,1,1,0,2,7,13,1,2
0,43586.0,0,1,26,99,2,11,4,0,16,3,3,0,4,8,132,1,1
2,53230.0,0,1,86,176,72,98,136,21,229,4,5,2,12,5,732,1,1
0,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,66,1,2
0,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,1631,1,0
0,61286.0,0,1,34,356,0,107,19,9,117,2,7,1,8,5,608,1,1
1,82333.0,0,0,60,1311,0,359,46,89,17,1,4,3,10,2,1822,1,0
1,65220.0,0,0,3,890,63,292,0,25,12,4,8,4,7,6,1282,1,0
0,33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,8,1,3
0,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,43,0,1
1,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,1931,0,0
1,156924.0,0,0,85,2,1,2,1,1,1,0,0,0,0,0,8,1,0
2,16005.0,1,0,69,1,3,2,20,30,47,3,2,1,2,8,103,1,1
1,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,1169,0,0
0,58692.0,0,1,21,301,11,61,4,7,11,1,8,2,4,7,395,1,1
0,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,258,0,2
0,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,25,0,1
1,62637.0,0,1,76,104,12,48,4,12,5,1,2,2,5,2,185,0,1
1,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,180,0,2
0,19346.0,1,0,26,2,0,9,3,6,2,1,1,0,3,8,22,0,1
0,35788.0,1,1,34,23,2,11,3,1,4,2,2,0,3,6,44,1,2
0,36997.0,1,1,72,43,4,12,8,0,27,5,2,1,4,5,94,0,2
0,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,81,1,0
0,65333.0,0,1,58,654,7,92,0,15,30,7,9,4,8,6,798,0,1
0,78499.0,0,0,12,912,72,170,47,36,97,1,11,3,4,4,1334,0,0
1,29732.0,1,0,23,25,0,8,0,1,4,1,2,0,2,9,38,1,1
1,41275.0,1,2,33,24,4,22,0,2,9,4,3,1,3,5,61,1,3
1,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,300,1,2
1,42769.0,0,1,15,71,0,13,3,1,0,2,1,1,4,4,88,1,1
1,49572.0,1,1,25,35,1,16,0,1,1,2,2,0,3,7,54,1,2
0,69209.0,0,0,4,496,32,849,229,48,128,2,5,3,6,4,1782,1,0
0,17148.0,1,0,80,9,9,11,13,10,16,4,3,1,3,8,68,1,1
0,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,258,0,2
1,30560.0,1,0,6,9,1,5,4,5,7,1,1,0,3,7,31,1,1
2,32146.0,1,0,16,26,3,23,4,7,3,2,2,0,4,6,66,1,1
2,41713.0,1,1,57,77,8,44,10,10,25,5,3,1,4,6,174,0,2
1,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,28,1,1
1,58482.0,0,1,59,576,7,115,19,7,7,2,7,4,9,6,731,1,1
0,59686.0,0,1,78,89,15,89,34,42,5,1,4,1,6,4,274,0,1
1,60896.0,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,1701,1,1
0,62994.0,1,0,74,224,12,48,4,12,12,1,6,2,4,6,312,1,1
0,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,414,1,1
2,74859.0,0,0,63,570,73,614,133,102,73,1,6,5,11,3,1565,0,0
2,15253.0,1,0,13,1,3,3,8,1,13,2,1,0,3,7,29,0,1
1,31560.0,1,0,98,62,1,20,4,0,7,2,2,1,3,8,94,0,1
0,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,1338,0,1
1,91172.0,0,0,94,162,28,818,0,28,56,0,4,3,7,3,1092,0,0
0,90000.0,0,0,91,675,144,133,94,192,241,1,4,8,5,1,1479,1,0
0,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,54,0,2
0,69263.0,0,1,14,492,5,32,13,5,21,1,9,1,7,6,568,0,1
2,65706.0,0,0,77,918,10,129,13,0,129,1,11,3,12,7,1199,0,0
0,60934.0,0,1,41,224,155,155,192,93,54,2,6,4,11,4,873,1,1
0,71965.0,0,1,21,572,19,286,50,38,248,3,6,3,5,3,1213,1,1
0,65210.0,0,1,25,626,0,70,0,7,28,2,9,3,8,6,731,1,1
1,79174.0,0,0,2,1074,37,518,193,92,129,1,5,6,7,2,2043,1,0
1,81380.0,0,0,51,741,68,689,224,68,103,1,4,2,10,2,1893,0,0
1,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,424,0,1
0,52914.0,0,1,32,254,10,44,30,10,227,2,7,3,3,7,575,1,1
0,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,257,1,1
0,26067.0,1,0,49,22,2,18,0,2,12,3,3,0,3,8,56,1,1
1,44325.0,0,1,69,516,0,21,0,0,5,4,8,2,7,8,542,1,1
0,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,125,1,0
2,26487.0,1,0,23,2,8,10,12,14,23,3,2,1,3,5,69,0,1
2,53233.0,0,1,18,28,0,9,3,0,0,1,1,0,3,4,40,1,1
0,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,1016,1,1
1,76234.0,0,1,21,519,50,167,130,0,41,1,8,3,11,3,907,1,1
1,84117.0,0,0,60,611,76,749,59,45,26,1,7,10,6,2,1566,1,0
1,65487.0,0,0,48,240,67,500,199,0,163,3,3,5,6,2,1169,1,0
2,25224.0,1,0,36,4,9,12,11,2,8,2,1,1,3,3,46,1,1
1,89616.0,0,0,36,671,47,655,145,111,15,1,7,5,12,2,1644,0,0
0,40851.0,1,1,63,23,1,7,0,4,24,1,1,1,2,7,59,0,2
0,27469.0,0,0,2,9,1,2,3,2,0,1,0,0,3,6,17,1,0
2,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1853,1,0
0,73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1528,1,1
1,8820.0,1,1,52,12,0,13,4,2,4,4,3,0,3,8,35,0,2
0,43322.0,0,0,25,56,7,48,10,2,18,1,3,0,4,7,141,0,0
0,55593.0,0,1,63,293,8,124,11,4,106,2,6,6,3,6,546,1,1
0,50501.0,1,1,10,297,0,38,13,0,152,7,5,4,4,6,500,1,2
0,37085.0,1,1,65,39,1,16,2,0,3,4,3,0,3,8,61,1,2
2,16185.0,1,0,71,5,11,16,21,8,45,2,2,2,2,8,106,0,1
0,57731.0,0,1,0,266,21,300,65,8,44,4,8,8,6,6,704,0,1
1,48432.0,0,1,3,322,3,50,4,3,42,5,7,1,6,8,424,0,1
0,73807.0,0,1,88,366,124,156,71,78,54,2,5,5,11,2,849,1,1
0,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,85,1,0
0,35893.0,1,1,80,158,0,23,0,0,18,6,3,1,5,8,199,0,2
0,61014.0,0,1,17,269,129,495,182,43,29,4,9,3,4,7,1147,1,1
0,32144.0,1,1,76,41,0,10,0,0,3,4,2,1,3,7,54,1,2
2,14918.0,0,1,52,3,3,3,15,4,15,1,1,0,3,6,43,1,1
0,45146.0,1,1,28,33,0,5,0,0,15,2,1,1,2,4,53,0,2
2,41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,521,0,1
0,88325.0,0,0,42,519,71,860,93,27,53,1,6,2,9,2,1623,1,0
1,38054.0,1,1,24,23,2,17,2,1,0,2,2,0,3,7,45,0,2
2,80617.0,0,0,42,594,51,631,72,55,32,1,4,6,8,2,1435,0,0
0,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,32,1,1
0,36807.0,1,1,88,4,2,5,0,0,5,1,1,0,2,6,16,1,2
0,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,52,1,1
1,82032.0,0,0,54,332,194,377,149,125,57,0,4,6,7,1,1234,0,0
0,22775.0,1,0,40,5,1,8,0,0,1,1,1,0,2,8,15,1,1
1,40101.0,1,0,73,171,3,129,26,24,62,4,6,1,6,7,415,1,1
0,58025.0,0,1,81,270,31,88,11,48,22,3,3,2,10,4,470,1,1
1,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,1438,0,0
2,7500.0,1,0,7,2,8,11,3,8,21,4,3,2,2,7,53,1,1
1,33562.0,1,2,33,21,12,12,0,3,3,3,2,0,4,4,51,1,3
1,57642.0,0,1,24,580,6,58,8,0,27,3,7,6,6,4,679,0,1
0,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,586,1,2
0,63777.0,1,1,87,457,5,106,15,17,53,8,11,1,6,8,653,1,2
0,57967.0,0,1,39,229,7,137,4,0,91,5,4,2,8,5,468,0,1
0,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,50,1,2
0,11012.0,1,0,82,24,3,26,7,1,23,3,3,1,2,9,84,0,1
1,44802.0,0,0,71,853,10,143,13,10,20,2,9,4,12,8,1049,0,0
0,26816.0,0,0,50,5,1,6,3,4,3,1,0,0,3,4,22,0,0
0,666666.0,1,0,23,9,14,18,8,1,12,4,3,1,3,6,62,1,1
0,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,30,1,1
0,61223.0,0,1,46,709,43,182,42,118,247,2,9,3,4,5,1341,1,1
1,64014.0,2,1,56,406,0,30,0,0,8,7,8,2,5,7,444,1,3
0,56981.0,0,0,91,908,48,217,32,12,24,1,2,3,13,6,1241,0,0
1,69245.0,0,1,8,428,30,214,80,30,61,2,6,5,10,3,843,1,1
1,52869.0,1,1,40,84,3,61,2,1,21,3,3,1,4,7,172,1,2
